pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass,sy_snum,sy_pnum,discoverymethod,pl_bmasse
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,2022,13.1,10.559687499999999,2.18,751.0,0.0,5544.0,0.95,0.42,1,1,Microlensing,1036.12060682
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,2022,12.5,10.559687499999999,2.77,751.0,0.0,5544.0,0.95,0.92,1,2,Microlensing,3248.20631954
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,2021,1.38,10.559687499999999,3.4,751.0,0.0,5544.0,0.95,0.61,1,1,Microlensing,2.48
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2022,13.3,10.559687499999999,3.2,751.0,0.0,5544.0,0.95,0.57,2,1,Microlensing,699.2224954
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,2022,6.79,10.559687499999999,2.7,751.0,0.0,5544.0,0.95,0.68,1,1,Microlensing,37.1
OGLE-2023-BLG-0766L b,OGLE-2023-BLG-0766L,2026,13.7,10.559687499999999,2.5,751.0,0.0,5544.0,0.95,0.39,1,1,Microlensing,349.6112477
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,2024,12.9,10.559687499999999,3.7,751.0,0.0,5544.0,0.95,0.71,2,1,Microlensing,1385.73185452
OGLE-TR-10 b,OGLE-TR-10,2004,14.011,3.101278,0.0434,1702.0,0.0,5950.0,1.17,1.14,1,1,Transit,197.046
OGLE-TR-111 b,OGLE-TR-111,2004,11.421971,4.0144463,0.0473,1019.0,0.0,5040.0,0.83,0.82,1,1,Transit,174.799
OGLE-TR-132 b,OGLE-TR-132,2004,13.45,1.689868,0.03035,2013.0,0.6,6210.0,1.32,1.305,1,1,Transit,375.02
OGLE-TR-182 b,OGLE-TR-182,2007,12.666,3.9791,0.051,1550.0,0.0,5924.0,1.14,1.14,1,1,Transit,320.995
OGLE-TR-211 b,OGLE-TR-211,2007,15.244,3.67724,0.051,1686.0,0.0,6325.0,1.64,1.33,1,1,Transit,327.351
OGLE-TR-56 b,OGLE-TR-56,2002,15.278,1.2119189,0.02383,2212.0,0.0,6050.0,1.363,1.228,1,1,Transit,441.77
PDS 70 c,PDS 70,2019,22.19378179,10.559687499999999,34.3,1054.0,0.037,4109.0,1.26,0.982,1,2,Imaging,2383.7130525
PH2 b,PH2,2013,9.33708092,282.52542,0.833,295.1,0.215,5734.0,0.949,0.966,1,1,Transit,87.08498352
POTS-1 b,POTS-1,2013,10.548,3.1606296,0.03734,841.95,0.0,4400.0,0.588,0.695,1,1,Transit,734.16
PSR B0329+54 b,PSR B0329+54,2017,1.22,10140.0,10.26,751.0,0.236,5544.0,0.95,1.44,1,1,Pulsar Timing,1.97
PSR B1257+12 b,PSR B1257+12,1994,0.338,25.262,0.19,751.0,0.0,5544.0,0.95,1.4,1,3,Pulsar Timing,0.02
PSR B1257+12 d,PSR B1257+12,1992,1.8,98.2114,0.46,751.0,0.0264,5544.0,0.95,1.4,1,3,Pulsar Timing,3.9
PSR J2322-2650 b,PSR J2322-2650,2017,13.9,0.322963997,0.0102,751.0,0.0017,5544.0,0.95,1.4,1,1,Pulsar Timing,252.643067
Pr0201 b,Pr0201,2012,14.2,4.4264,0.06,1303.39,0.0,6174.0,1.15,1.24,1,1,Radial Velocity,171.6282
Pr0211 b,Pr0211,2012,13.4,2.1461,0.03176,1304.13,0.011,5300.0,0.827,0.935,2,2,Radial Velocity,597.5204
Pr0211 c,Pr0211,2016,12.6,4850.0,5.5,99.1,0.71,5300.0,0.827,0.935,2,2,Radial Velocity,2475.8957
Proxima Cen b,Proxima Cen,2016,1.02,11.18465,0.04848,218.0,0.0,2900.0,0.141,0.1221,3,2,Radial Velocity,1.055
Proxima Cen d,Proxima Cen,2025,0.692,5.12338,0.02881,282.0,0.0,2900.0,0.141,0.1221,3,2,Radial Velocity,0.26
Qatar-1 b,Qatar-1,2010,12.811887,1.4200242,0.02332,1418.0,0.0,5013.0,0.803,0.838,1,1,Transit,411.27202
Qatar-10 b,Qatar-10,2019,17.295487,1.645321,0.0286,1955.0,0.0,6124.0,1.254,1.156,1,1,Transit,233.92288
Qatar-2 b,Qatar-2,2011,14.056,1.33711647,0.02153,1344.0,0.0,4645.0,0.776,0.743,1,1,Transit,792.635
Qatar-3 b,Qatar-3,2017,12.285064,2.5079204,0.03783,1681.0,0.0,6007.0,1.272,1.145,1,1,Transit,1369.8473
Qatar-4 b,Qatar-4,2017,12.722215,1.8053564,0.02803,1385.0,0.0,5215.0,0.849,0.896,1,1,Transit,1938.763
Qatar-5 b,Qatar-5,2017,12.408363,2.8792319,0.04127,1415.0,0.0,5747.0,1.076,1.128,1,1,Transit,1373.0256
Qatar-6 b,Qatar-6,2017,11.903958,3.506195,0.0423,1006.0,0.0,5052.0,0.722,0.822,2,1,Transit,212.31044
Qatar-7 b,Qatar-7,2019,19.0553,2.032046,0.0352,2053.0,0.0,6387.0,1.564,1.409,1,1,Transit,597.5204
Qatar-8 b,Qatar-8,2019,14.403565,3.71495,0.0474,1457.0,0.0,5738.0,1.315,1.029,1,1,Transit,117.91493
Qatar-9 b,Qatar-9,2019,11.309881,1.540731,0.0234,1134.0,0.0,4309.0,0.696,0.719,1,1,Transit,378.2177
ROXs 42 B b,ROXs 42 B,2013,12.5,10.559687499999999,157.0,1975.0,0.58,3433.0,1.33658,1.0,2,1,Imaging,2860.0
RR Cae b,RR Cae,2012,13.0,4343.5,5.3,35.94,0.0,3904.0,0.193119,0.44,2,1,Eclipse Timing Variations,1334.886
Ross 128 b,Ross 128,2017,1.11,9.8658,0.0496,301.0,0.116,3192.0,0.1967,0.168,1,1,Radial Velocity,1.4
Ross 176 b,Ross 176,2025,1.84,5.0066338,0.0464,682.0,0.25,4041.0,0.569,0.577,1,1,Transit,4.57
Ross 508 b,Ross 508,2022,1.83,10.77,0.05366,293.86,0.33,3071.0,0.2113,0.1774,1,1,Radial Velocity,4.0
SWEEPS-11 b,SWEEPS-11,2006,12.666,1.796,0.03,751.0,0.0,5544.0,1.45,1.1,1,1,Transit,3082.82
SWEEPS-4 b,SWEEPS-4,2006,9.079,4.2,0.055,751.0,0.0,5544.0,1.18,1.24,1,1,Transit,1207.7
TIC 117642575 b,TIC 117642575,2026,2.82716337,4.94459060181,0.099815,751.0,0.0,5719.98,1.08102,1.06,1,1,Transit,8.38
TIC 139270665 b,TIC 139270665,2024,7.22979255,23.624,0.163,703.0,0.105,5844.0,1.016,1.035,1,2,Transit,147.15455244
TIC 139270665 c,TIC 139270665,2024,12.9,1010.0,2.0,200.0,0.566,5844.0,1.016,1.035,1,2,Radial Velocity,1554.18091023
TIC 139702105 b,TIC 139702105,2026,2.45316949,6.83601903383,0.099815,751.0,0.0,5742.35,1.25423,0.9,1,1,Transit,6.59
TIC 142589416 b,TIC 142589416,2026,2.67899519,2.09518466313,0.099815,751.0,0.0,4396.27,0.713832,0.641,1,1,Transit,7.65
TIC 147027702 b,TIC 147027702,2026,10.92875618,44.40523,0.274,863.0,0.127,6410.0,2.136,1.406,1,1,Transit,346.43296363
TIC 150070085 b,TIC 150070085,2026,3.62,10.47423,0.099815,945.06,0.0,5999.0,1.086,1.16,1,1,Transit,12.8
TIC 153919886 b,TIC 153919886,2026,2.70601108,2.10510492329,0.099815,751.0,0.0,4137.16,0.591697,0.581261,1,1,Transit,7.78
TIC 154870955 b,TIC 154870955,2026,3.09467466,7.9698747128,0.099815,751.0,0.0,4739.58,0.724328,0.828,1,1,Transit,9.77
TIC 160113658 b,TIC 160113658,2026,3.49015778,6.72952262077,0.099815,751.0,0.0,4817.31,0.789834,0.76,1,1,Transit,12.0
TIC 161045582 b,TIC 161045582,2026,2.24566738,8.85577189959,0.099815,751.0,0.0,5683.87,1.07976,1.04,1,1,Transit,5.67
TIC 178172313 b,TIC 178172313,2026,2.80405322,4.3731816136,0.099815,751.0,0.0,5405.59,0.84345,0.91,1,1,Transit,8.27
TIC 183374187 b,TIC 183374187,2026,14.03364384,5.05907,0.099815,1379.0,0.506,5768.0,1.344,0.853,1,1,Transit,177.98390792
TIC 188624430 b,TIC 188624430,2026,3.64811843,6.21860433132,0.099815,751.0,0.0,5369.46,0.786574,0.929,1,1,Transit,12.9
TIC 18942729 b,TIC 18942729,2026,2.00021315,0.99817838064,0.099815,751.0,0.0,4360.11,0.825257,0.652,1,1,Transit,4.66
TIC 198190129 b,TIC 198190129,2026,2.92284949,7.94804910667,0.099815,751.0,0.0,4377.53,0.640675,0.638,1,1,Transit,8.87
TIC 206466666 b,TIC 206466666,2026,2.14817673,9.10486865159,0.099815,751.0,0.0,4620.3,0.667193,0.76,1,1,Transit,5.26
TIC 231949697 b,TIC 231949697,2026,1.52831855,0.90720448719,0.099815,982.91,0.0,3451.32,0.492584,0.490679,1,1,Transit,2.95
TIC 241249530 b,TIC 241249530,2024,13.29385111,165.7719,0.641,438.94,0.9412,6166.0,1.397,1.271,2,1,Transit,1582.78546686
TIC 245076932 b,TIC 245076932,2026,10.87271128,21.61389,0.157,845.0,0.428,6130.0,1.288,1.117,1,1,Transit,162.09248757
TIC 24750448 b,TIC 24750448,2026,2.43722231,3.59159193029,0.099815,751.0,0.0,4545.43,0.713599,0.69,1,2,Transit,6.51
TIC 257060897 b,TIC 257060897,2021,17.26183028,3.66003639,0.04922,1775.0,0.039,5993.0,1.863,1.187,1,1,Transit,201.50321004
TIC 260969020 b,TIC 260969020,2026,2.22686612,8.48584501953,0.099815,751.0,0.0,4572.94,0.68988,0.75,1,1,Transit,5.59
TIC 270471727 b,TIC 270471727,2026,2.75029559,10.45623256647,0.099815,1147.1,0.0,5271.39,0.997091,0.9,1,1,Transit,8.0
TIC 279401253 b,TIC 279401253,2023,11.2089807,76.8,0.369,486.37,0.448,5951.0,1.06,1.13,1,2,Transit,1951.46641898
TIC 279401253 c,TIC 279401253,2023,12.6,155.3,0.591,384.31,0.254,5951.0,1.06,1.13,1,2,Transit,2548.98382414
TIC 290487717 b,TIC 290487717,2026,6.63777941,3.400818229,0.099815,751.0,0.0,5328.97,0.943767,0.92,1,1,Transit,35.7
TIC 294329732 b,TIC 294329732,2026,2.07692266,9.7565876181,0.099815,751.0,0.0,5201.93,0.920172,0.89,1,1,Transit,4.97
TIC 320419023 b,TIC 320419023,2026,2.77280763,5.26375651589,0.099815,751.0,0.0,5703.36,0.952319,1.056,1,1,Transit,8.11
TIC 356227008 b,TIC 356227008,2026,2.39024009,2.96147448702,0.099815,751.0,0.0,5731.86,0.959792,1.02,1,1,Transit,6.3
TIC 38825265 b,TIC 38825265,2026,2.18869476,3.31336980985,0.099815,751.0,0.0,4375.52,0.664503,0.64,1,1,Transit,5.43
TIC 390586021 b,TIC 390586021,2026,2.86009388,2.74703755819,0.099815,751.0,0.0,4434.81,0.726565,0.648,1,1,Transit,8.55
TIC 393818343 b,TIC 393818343,2024,12.18416202,16.24921,0.1291,805.5,0.6058,5756.0,1.086,1.082,2,1,Transit,1379.37528638
TIC 423703298 b,TIC 423703298,2026,2.77230429,4.03712711976,0.099815,751.0,0.0,4540.37,0.729825,0.691,1,1,Transit,8.11
TIC 434398831 b,TIC 434398831,2025,3.51,3.685504,0.04641,1250.0,0.04,5638.0,0.909,0.992,1,2,Transit,12.1
TIC 434398831 c,TIC 434398831,2025,5.63,6.210291,0.06572,1050.0,0.013,5638.0,0.909,0.992,1,2,Transit,27.0
TIC 445839811 b,TIC 445839811,2026,2.47771211,11.1086260318,0.099815,751.0,0.0,5408.25,0.850041,0.95,1,1,Transit,6.7
TIC 46432937 b,TIC 46432937,2024,13.31626907,1.44044527,0.02065,872.0,0.009,3572.0,0.5299,0.563,2,1,Transit,1017.0509024
TIC 62895484 b,TIC 62895484,2026,3.49391667,2.83985434327,0.099815,751.0,0.0,5520.79,0.874291,0.98,1,1,Transit,12.0
TIC 65612701 b,TIC 65612701,2026,5.07802804,10.22467974953,0.099815,751.0,0.0,5692.29,1.73709,1.06,1,1,Transit,22.7
TIC 67686059 b,TIC 67686059,2026,2.59125922,3.52163529551,0.099815,751.0,0.0,5090.09,0.820458,0.86,1,1,Transit,7.23
TIC 77319217 b,TIC 77319217,2026,3.10879526,7.54830765124,0.099815,751.0,0.0,5961.52,1.18439,1.16,1,1,Transit,9.85
TIC 77552382 b,TIC 77552382,2026,5.69176189,3.51025904942,0.099815,1433.88,0.0,4981.07,0.886956,0.83,1,1,Transit,27.5
TIC 86380416 b,TIC 86380416,2026,2.4123612,6.0408643461,0.099815,751.0,0.0,5723.74,0.989724,1.07,1,1,Transit,6.4
TIC 87422071 b,TIC 87422071,2026,10.8615023,11.364929,0.106,1110.0,0.124,6150.0,1.489,1.239,1,1,Transit,409.99864503
TIC 88692598 b,TIC 88692598,2026,1.81295951,2.64909436758,0.099815,751.0,0.0,3483.17,0.532473,0.529218,1,1,Transit,3.94
TIC 88785435 b,TIC 88785435,2025,5.03,10.508843,0.08432,635.0,0.131,3998.0,0.911,0.724,1,1,Transit,22.3
TOI-1011 b,TOI-1011,2025,1.45,2.470498,0.099815,1364.0,0.0,5475.0,0.92,0.91,1,1,Transit,4.04
TOI-1036 b,TOI-1036,2026,6.28499593,3.77952125496,0.099815,1294.0,0.0,5664.68,1.17554,1.03,1,1,Transit,32.5
TOI-1052 b,TOI-1052,2023,2.87,9.139703,0.09103,1135.0,0.18,6146.0,1.264,1.204,1,2,Transit,16.9
TOI-1052 c,TOI-1052,2023,6.48,35.806,0.2263,719.0,0.237,6146.0,1.264,1.204,1,2,Radial Velocity,34.3
TOI-1054.01,TOI-1054,2021,2.43432,15.5077855,0.099815,853.0,0.0,6122.0,1.17,1.14,1,1,Transit,6.5
TOI-1062 b,TOI-1062,2021,2.265,4.11296,0.052,1077.0,0.177,5328.0,0.84,0.94,1,2,Transit,10.15
TOI-1062 c,TOI-1062,2021,3.1,7.972,0.08,859.0,0.14,5328.0,0.84,0.94,1,2,Radial Velocity,9.78
TOI-1064 c,TOI-1064,2022,2.651,12.226574,0.09429,634.0,0.088,4734.0,0.726,0.748,1,2,Transit,2.5
TOI-1075 b,TOI-1075,2022,1.791,0.6047328,0.01159,1323.0,0.0,3875.0,0.581,0.604,1,1,Transit,9.95
TOI-1080 b,TOI-1080,2026,1.2,3.9652482,0.0272,368.0,0.0,3065.0,0.2019,0.1667,1,1,Transit,10.7
TOI-1107 b,TOI-1107,2022,14.57167491,4.0782387,0.0561,1728.0,0.025,6311.0,1.81,1.35,1,1,Transit,1064.72516345
TOI-1117 b,TOI-1117,2025,2.46,2.22816,0.033,1538.0,0.0,5635.0,1.05,0.97,1,3,Transit,8.9
TOI-1130 b,TOI-1130,2020,3.66,4.074554,0.0453,825.0,0.052162,4360.0,0.697,0.745,1,2,Transit,19.8
TOI-1130 c,TOI-1130,2020,13.0,8.3501898,0.0731,650.0,0.0398,4360.0,0.697,0.745,1,2,Transit,336.0
TOI-1135 b,TOI-1135,2024,9.91994792,8.0277327,0.0815,1171.0,0.062,6320.0,1.202,1.119,1,1,Transit,58.79825529
TOI-1136 d,TOI-1136,2022,4.627,12.5199,0.1062,843.0,0.042,5770.0,0.968,1.022,1,6,Transit,8.35
TOI-1136 e,TOI-1136,2022,2.639,18.801,0.14,737.0,0.0425,5770.0,0.968,1.022,1,6,Transit,6.07
TOI-1174 b,TOI-1174,2024,2.562,8.953487683,0.07994,713.83,0.0,5030.0,0.76,0.85,1,1,Transit,32.0
TOI-1180 b,TOI-1180,2024,3.072,9.686760378,0.080799,638.18,0.0,4738.0,0.73,0.75,1,1,Transit,10.0
TOI-1181 b,TOI-1181,2022,17.02644168,2.103189,0.0364,1942.12,0.011,6054.0,1.961,1.467,1,1,Transit,374.71969185
TOI-1184 b,TOI-1184,2024,2.39,5.748433803,0.056027,715.47,0.0,4534.0,0.69,0.71,1,1,Transit,6.8
TOI-1199 b,TOI-1199,2024,10.5140239,3.671463,0.04988,1486.0,0.03,5710.0,1.45,1.23,1,1,Transit,75.96098927
TOI-1201 b,TOI-1201,2021,2.415,2.4919863,0.0287,703.0,0.0,3476.0,0.508,0.512,2,1,Transit,6.28
TOI-1203 b,TOI-1203,2025,1.52,4.1572888,0.04869,1361.2,0.067,5737.0,1.179,0.886,1,4,Radial Velocity,3.51
TOI-1203 c,TOI-1203,2025,2.2,13.0766,0.099815,751.0,0.092,5737.0,1.179,0.886,1,4,Radial Velocity,5.46
TOI-1203.01,TOI-1203,2021,2.918,25.502672,0.1632,743.6,0.032,5737.0,1.179,0.886,1,4,Transit,7.39
TOI-122 b,TOI-122,2020,2.72,5.07803,0.0392,471.0,0.0,3403.0,0.334,0.312,1,1,Transit,7.85
TOI-1221 b,TOI-1221,2023,2.91,91.68278,0.387,440.0,0.21,5592.0,1.031,0.93,1,1,Transit,1112.3994245
TOI-1224 b,TOI-1224,2024,2.104,4.1782745,0.0355,541.0,0.0,3326.0,0.404,0.4,1,2,Transit,5.08
TOI-1224 c,TOI-1224,2024,2.884,17.945466,0.099815,303.12,0.0,3326.0,0.404,0.4,1,2,Transit,8.67
TOI-1227 b,TOI-1227,2022,9.57246952,27.36397,0.0886,243.77,0.0,3072.0,0.56,0.17,1,1,Transit,66.5
TOI-1230.01,TOI-1230,2021,2.38627705,25.05734661842,0.099815,1046.51,0.0,5696.0,1.15281,1.14,1,1,Transit,6.29
TOI-1231 b,TOI-1231,2021,3.65,24.245586,0.1288,329.6,0.087,3553.0,0.476,0.485,1,1,Transit,15.4
TOI-1232 b,TOI-1232,2026,10.92875618,14.256,0.117,785.71,0.065,5823.0,1.072,1.058,1,2,Transit,220.57291446
TOI-1233.01,HD 108236,2021,2.539,14.175685,0.1074,708.0,0.055,5660.0,0.877,0.869,1,5,Transit,6.98
TOI-1235 b,TOI-1235,2020,1.69,3.444714,0.03845,775.0,0.049,3997.0,0.619,0.63,1,1,Transit,6.69
TOI-1238 b,TOI-1238,2022,1.21,0.764597,0.0139,1133.0,0.25,4089.0,0.58,0.59,1,2,Transit,3.76
TOI-1238 c,TOI-1238,2022,2.11,3.294736,0.037,695.0,0.15,4089.0,0.58,0.59,1,2,Transit,8.32
TOI-1243 b,TOI-1243,2026,2.33,4.6594779,0.099815,450.0,0.0,3515.0,0.511,0.515,1,1,Transit,7.7
TOI-1246 b,TOI-1246,2022,3.01,4.30744,0.049,955.0,0.0,5151.0,0.86,0.87,1,4,Transit,8.1
TOI-1246 d,TOI-1246,2022,3.43139739,18.654874,0.132,587.77,0.0,5213.0,0.8649,0.8889,1,4,Transit,5.4
TOI-1246 e,TOI-1246,2022,3.5141875,37.92548,0.212,463.98,0.0,5213.0,0.8649,0.8889,1,4,Transit,14.5
TOI-1248 b,TOI-1248,2024,6.8084859,4.3601561,0.051,952.09,0.0,5205.0,0.8686,0.9042,1,1,Transit,27.4
TOI-1249 b,TOI-1249,2024,3.2710301,13.079151,0.109,726.89,0.0,5497.0,0.9785,1.0062,1,1,Transit,11.9
TOI-125 b,TOI-125,2019,2.726,4.65382,0.05186,1037.0,0.194,5320.0,0.848,0.859,1,3,Transit,9.5
TOI-125 c,TOI-125,2019,2.759,9.15059,0.0814,827.8,0.066,5320.0,0.848,0.859,1,3,Transit,6.63
TOI-1259 A b,TOI-1259 A,2021,11.6,3.4779792,0.0408,963.0,0.0,4775.0,0.715,0.746,2,1,Transit,141.0
TOI-1260 c,TOI-1260,2021,2.76,7.493134,0.0657,651.0,0.0,4227.0,0.672,0.679,1,3,Transit,13.2
TOI-1260 d,TOI-1260,2022,3.12,16.608164,0.1116,499.0,0.0,4227.0,0.672,0.679,1,3,Transit,11.84
TOI-1266 b,TOI-1266,2020,2.52,10.8945,0.073,415.0,0.039,3563.0,0.4232,0.437,1,3,Transit,4.46
TOI-1266 c,TOI-1266,2020,1.98,18.8027,0.105,346.0,0.071,3563.0,0.4232,0.437,1,3,Transit,3.17
TOI-1266 d,TOI-1266,2025,1.74,32.509,0.1513,288.0,0.087,3563.0,0.4232,0.437,1,3,Transit Timing Variations,3.68
TOI-1268 b,TOI-1268,2022,9.1,8.1577094,0.0711,918.9,0.105,5300.0,0.92,0.96,1,1,Transit,96.4
TOI-1269 b,TOI-1269,2024,2.40144286,4.2529913,0.0496,1004.9,0.0,5499.0,0.8521,0.9027,1,2,Transit,6.4
TOI-1269 c,TOI-1269,2026,2.22999162,9.23786144195,0.099815,757.0,0.0,5554.02,0.848906,0.9027,1,2,Transit,5.6
TOI-1272 b,TOI-1272,2022,4.26,3.3159765,0.041,1051.0,0.345,4985.0,0.8,0.828,1,1,Transit,24.1
TOI-1279 b,TOI-1279,2024,2.66146528,9.61419,0.085,759.0,0.0,5457.0,0.8426,0.8784,1,1,Transit,10.6
TOI-1288 b,TOI-1288,2022,4.96846551,2.6998279,0.0374,1203.44,0.0,5388.0,0.9583,0.9552,1,2,Transit,44.1
TOI-1288 c,TOI-1288,2022,11.1,416.0,1.07,245.88,0.0,5388.0,0.9583,0.9552,1,2,Radial Velocity,85.7
TOI-1294 b,TOI-1294,2024,10.12369881,3.915292,0.051,1392.74,0.0,5718.0,1.5566,1.1578,1,2,Transit,63.9
TOI-1294 c,TOI-1294,2024,14.3,159.9,0.61,440.45,0.0,5718.0,1.5566,1.1578,1,2,Radial Velocity,147.0
TOI-1295 b,TOI-1295,2024,15.69257298,3.1968838,0.047,2360.0,0.024,6280.0,1.7,1.38,1,1,Transit,451.31633794
TOI-1296 b,TOI-1296,2021,14.11645916,3.9443736,0.051,1414.84,0.0,5567.0,1.7031,1.1576,1,1,Transit,95.3
TOI-1298 b,TOI-1298,2021,9.65807033,4.537143,0.057,1278.0,0.0,5752.0,1.4536,1.2187,1,1,Transit,99.0
TOI-132 b,TOI-132,2020,3.42,2.1097019,0.026,1395.0,0.059,5397.0,0.9,0.97,1,1,Transit,22.4
TOI-1333 b,TOI-1333,2021,15.647764,4.720219,0.0626,1679.0,0.073,6274.0,1.925,1.464,2,1,Transit,753.2571
TOI-1338 b,TOI-1338 A,2020,7.661,95.4001,0.4607,254.65,0.0331,5723.2,1.313,1.0936,2,2,Transit,11.3
TOI-1338 c,TOI-1338 A,2023,10.3,215.79,0.794,354.89,0.037,5723.2,1.313,1.0936,2,2,Radial Velocity,75.4
TOI-1346 c,TOI-1346,2025,2.23,5.502558,0.099815,928.0,0.0,5099.0,0.78,0.82,1,2,Transit,5.6
TOI-1347 c,TOI-1347,2024,1.6,4.841962,0.0546,1000.0,0.0,5464.0,0.83,0.913,1,2,Transit,6.4
TOI-1386 c,TOI-1386,2024,10.3,232.0,0.75,327.4,0.38,5735.0,1.0235,1.0363,1,2,Radial Velocity,75.2
TOI-139 b,TOI-139,2023,2.4566,11.07085,0.099815,561.17,0.0,4570.0,0.7007,0.69,1,1,Transit,6.6
TOI-1408 b,TOI-1408,2023,25.0,4.42587,0.05778,1293.0,0.0023,6117.0,1.53,1.312,1,2,Transit,593.0
TOI-1410 c,TOI-1410,2024,5.63,47.56,0.239,397.45,0.0,4635.0,0.7558,0.7941,1,2,Radial Velocity,27.0
TOI-1410.01,TOI-1410,2024,3.10083009,1.21687,0.0207,1236.7,0.0,4635.0,0.7558,0.7941,1,2,Transit,12.5
TOI-1411 b,TOI-1411,2022,1.19880592,1.4520527,0.02122,976.4,0.0,4115.0,0.614,0.6045,1,1,Transit,2.0
TOI-1416 b,TOI-1416,2023,1.62,1.0697568,0.019,1517.0,0.0,4884.0,0.793,0.798,1,1,Transit,3.48
TOI-1422 b,TOI-1422,2022,3.83,12.99894,0.107,870.0,0.2,5840.0,1.019,0.9903,1,2,Transit,9.5
TOI-1431 b,TOI-1431,2021,16.70138124,2.650237,0.046,2370.0,0.0022,7690.0,1.92,1.9,1,1,Transit,991.62462984
TOI-1437 b,TOI-1437,2024,2.24,18.840942,0.14,794.23,0.17,6008.0,1.17,1.1,1,1,Transit,9.6
TOI-1438 c,TOI-1438,2025,2.75,9.428089,0.083,794.0,0.0,5230.0,0.82,0.876,1,2,Transit,10.6
TOI-1439 b,TOI-1439,2024,4.2427861,27.644,0.192,748.4,0.157,5841.0,1.6184,1.2313,1,1,Transit,38.5
TOI-1443 b,TOI-1443,2024,2.30381001,23.540678,0.147,520.66,0.0,5224.0,0.7511,0.7663,1,1,Transit,30.0
TOI-1448 b,TOI-1448,2024,2.749,8.112245,0.0567,426.0,0.36,3412.0,0.38,0.372,1,1,Transit,19.5
TOI-1450 A b,TOI-1450 A,2024,1.13,2.0439274,0.099815,722.0,0.0,3437.0,0.483,0.48,2,2,Transit,1.258
TOI-1451 b,TOI-1451,2024,2.61143902,16.537944,0.127,723.33,0.0,5801.0,1.0162,1.0022,1,1,Transit,15.2
TOI-1452 b,TOI-1452,2022,1.672,11.06201,0.061,326.0,0.0,3185.0,0.275,0.249,2,1,Transit,4.82
TOI-1453 c,TOI-1453,2025,2.224,6.5886982,0.099815,819.8,0.0,4975.0,0.72,0.715,2,2,Transit,2.95
TOI-1466 b,TOI-1466,2026,2.46741991,1.87190602231,0.099815,1001.0,0.0,4435.39,0.749646,0.66,1,1,Transit,6.65
TOI-1467 b,TOI-1467,2024,1.92,5.97114713,0.050748,506.07,0.0,3834.0,0.491,0.489,1,1,Transit,9.0
TOI-1468 b,TOI-1468,2022,1.401,1.8805201,0.02107,683.5,0.0099,3376.0,0.3714,0.3527,1,2,Transit,3.04
TOI-1468 c,TOI-1468,2022,2.126,15.532477,0.08608,338.1,0.111,3376.0,0.3714,0.3527,1,2,Transit,4.1
TOI-1470 b,TOI-1470,2023,2.18,2.527093,0.0285,734.0,0.3,3709.0,0.469,0.471,1,2,Transit,7.32
TOI-1472 b,TOI-1472,2024,4.058,6.36338574,0.064,891.0,0.041,5100.0,0.84,0.87,1,2,Transit,18.05
TOI-1472 c,TOI-1472,2025,3.334,15.5381747,0.116,662.0,0.172,5100.0,0.84,0.87,1,2,Radial Velocity,21.13
TOI-1478 b,TOI-1478,2021,11.99360935,10.1802117,0.0818,918.0,0.055,5597.0,1.048,0.947,1,1,Transit,279.68899816
TOI-150.01,TOI-150,2019,14.067295,5.857487,0.07037,1404.5,0.262,6255.0,1.526,1.351,1,1,Transit,797.7533
TOI-1516 b,TOI-1516,2022,15.24421375,2.056014,0.099815,1839.0,0.0,6520.0,1.14,1.14,1,1,Transit,1004.33776612
TOI-1533 b,TOI-1533,2026,2.89,3.6457974,0.0445,1011.0,0.0,5146.0,0.849,0.88,1,2,Transit,28.1
TOI-1533 c,TOI-1533,2026,7.5,8.0637926,0.076,628.0,0.0,5146.0,0.849,0.88,1,2,Transit,36.6
TOI-157 b,TOI-157,2020,14.414774,2.0845435,0.03138,1588.0,0.0,5404.0,1.167,0.948,1,1,Transit,375.0394
TOI-159 b,TOI-159,2026,18.18,3.7628396,0.056,1891.0,0.24,7287.0,1.62,1.661,2,1,Transit,1110.0
TOI-1601 b,TOI-1601,2021,14.19902343,5.33175,0.069,1493.97,0.0,5982.0,2.195,1.5055,1,1,Transit,387.0
TOI-163 b,TOI-163,2019,16.690201,4.231306,0.058,1669.0,0.0,6495.0,1.648,1.4352,1,1,Transit,387.7526
TOI-1630.01,TOI-1630,2024,2.417,12.055734733,0.101151,584.0,0.0,5504.0,0.83,0.95,1,1,Transit,6.42
TOI-1634 b,TOI-1634,2021,1.759,0.98934551,0.01544,900.0,0.0,3550.0,0.45,0.502,2,2,Transit,4.9
TOI-1659.01,TOI-1659,2024,2.255,5.877556328,0.065757,1031.14,0.0,5977.0,1.006,1.1,1,1,Transit,5.71
TOI-1669 b,TOI-1669,2023,14.1,500.0,1.27,241.72,0.0,5497.0,1.0561,0.9867,1,2,Radial Velocity,191.0
