pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,sy_snum,sy_pnum
"HD 159243 c","HD 159243","Radial Velocity",2013,603.90000000,13.40000000,248.40000000000,0.8000000000,0.075000,349.35,6123.00,1.120000,1.125000,1,2
"HIP 91258 b","HIP 91258","Radial Velocity",2013,346.43470000,13.70000000,5.05050000000,0.0600000000,0.020000,1024.97,5519.00,0.890000,0.970000,1,1
"HIP 109384 b","HIP 109384","Radial Velocity",2016,495.81480000,13.50000000,499.48000000000,1.1340000000,0.549000,213.83,5180.00,0.831075,0.780000,1,1
"HD 27894 c","HD 27894","Radial Velocity",2017,51.48846000,8.24000000,36.07000000000,0.1980000000,0.015000,498.89,4875.00,0.891767,0.800000,1,3
"K2-239 d","K2-239","Transit",2018,1.37000000,1.10000000,10.11500000000,0.0685000000,,399.00,3420.00,0.360000,0.400000,1,3
"Kepler-778 b","Kepler-778","Transit",2016,3.46000000,1.68000000,3.75574426000,0.0453000000,0.000000,977.00,5102.00,0.770000,0.810000,1,1
"TOI-1244 b","TOI-1244","Transit",2024,6.60000000,2.46700000,6.40031648300,0.0606940000,0.000000,714.86,4599.00,0.721000,0.730000,1,1
"TOI-1466 b","TOI-1466","Transit",2026,6.65000000,2.46741991,1.87190602231,,,1001.00,4435.39,0.749646,0.660000,1,1
"K2-157 b","K2-157","Transit",2018,1.14000000,0.93500000,0.36525750000,0.0096200000,,2432.00,5334.00,0.860000,0.890000,1,3
"HD 33564 b","HD 33564","Radial Velocity",2005,2892.10000000,12.50000000,388.00000000000,1.1000000000,0.340000,344.43,6250.00,1.436700,1.250000,1,1
"WASP-55 b","WASP-55","Transit",2012,186.24744650,14.72860064,4.46563100000,0.0558000000,0.000000,1342.00,6096.00,1.090000,1.071000,2,1
"ROXs 12 b","ROXs 12","Imaging",2013,5085.00000000,12.20000000,,210.0000000000,0.830000,13.23,3850.00,1.066270,0.870000,2,1
"bet UMi b","bet UMi","Radial Velocity",2014,1938.70000000,12.70000000,522.30000000000,1.4000000000,0.190000,1040.63,4126.00,38.300000,1.400000,1,1
"HD 216536 b","HD 216536","Radial Velocity",2015,333.72150000,13.80000000,148.60001000000,0.6100000000,0.380000,897.99,4639.00,9.830000,0.810000,1,1
"HIP 65407 b","HIP 65407","Radial Velocity",2016,136.03124000,14.30000000,28.12500000000,0.1770000000,0.140000,610.68,5460.00,0.952252,0.930000,1,2
"HD 12484 b","HD 12484","Radial Velocity",2016,947.13340000,13.20000000,58.83000000000,0.2970000000,0.070000,524.30,5920.00,1.001848,1.010000,1,1
"NGTS-1 b","NGTS-1","Transit",2017,258.07796000,14.90797000,2.64729800000,0.0326000000,0.016000,790.00,3916.00,0.573000,0.617000,1,1
"K2-148 b","K2-148","Transit",2018,2.33000000,1.33000000,4.38395000000,0.0454000000,,733.87,4079.00,0.632000,0.650000,2,3
"K2-158 b","K2-158","Transit",2018,7.46000000,2.64000000,10.06049000000,0.0887000000,,794.00,5503.00,0.950000,0.920000,1,2
"HD 86081 b","HD 86081","Radial Velocity",2006,470.38840000,13.60000000,2.13784310000,0.0346000000,0.011900,1860.31,5939.00,1.460000,1.210000,2,1
"HD 45652 b","HD 45652","Radial Velocity",2008,137.62039000,14.30000000,44.07300000000,0.2370000000,0.607000,508.40,5294.00,0.940000,0.920000,1,1
"WASP-62 b","WASP-62","Transit",2012,165.27160000,14.79588000,4.41195000000,0.0571000000,0.000000,1475.30,6230.00,1.230000,1.110000,1,1
"TOI-1422 b","TOI-1422","Transit",2022,9.50000000,3.83000000,12.99894000000,0.1070000000,0.200000,870.00,5840.00,1.019000,0.990300,1,2
"HIP 65426 b","HIP 65426","Imaging",2017,2860.47000000,16.81350000,,92.0000000000,,1500.00,8840.00,1.770000,1.960000,1,1
"K2-148 d","K2-148","Transit",2018,3.33000000,1.64000000,9.75790000000,0.0774000000,,562.05,4079.00,0.632000,0.650000,2,3
"GJ 1265 b","GJ 1265","Radial Velocity",2018,7.40000000,2.63000000,3.65110000000,0.0260000000,0.040000,424.04,3236.00,0.192000,0.178000,1,1
"HD 6061 b","HD 6061","Transit",2023,10.00000000,2.42763557,5.25490000000,0.0600000000,0.000000,1075.31,5934.00,1.007200,1.026900,2,1
"FU Tau b","FU Tau","Imaging",2008,5085.28000000,12.20000000,,800.0000000000,,2375.00,2838.00,,0.050000,1,1
"Kepler-19 c","Kepler-19","Transit Timing Variations",2011,13.10000000,3.68000000,28.73100000000,0.1765736996,0.210000,589.64,5544.00,0.859000,0.936000,1,3
"Kepler-25 d","Kepler-25","Radial Velocity",2014,71.90000000,10.00000000,122.40000000000,0.4164221832,0.130000,544.68,6354.00,1.316000,1.165000,2,3
"HIP 8541 b","HIP 8541","Radial Velocity",2016,2451.72833160,12.60000000,1852.14387000000,3.7290000000,0.360000,305.12,4672.00,6.840000,2.009000,2,2
"K2-113 b","K2-113","Transit",2017,410.00070000,12.14000000,5.81768500000,0.0642000000,0.000000,1098.00,5660.00,1.240000,1.040000,1,1
"K2-152 b","K2-152","Transit",2018,5.86000000,2.29000000,32.64790000000,0.1716000000,,337.00,4044.00,0.610000,0.630000,1,1
"K2-243 c","K2-243","Transit",2018,4.70000000,2.01000000,24.94598000000,0.1817000000,,801.00,6570.00,1.390000,1.290000,1,2
"HD 13167 b","HD 13167","Radial Velocity",2018,1052.01730000,13.10000000,2613.00000000000,4.1000000000,0.563000,208.79,5671.00,2.390000,1.350000,1,1
"TOI-929 b","TOI-929","Transit",2026,7.70000000,2.68983343,5.83015366944,,,774.00,4457.16,0.717414,0.700000,1,1
"K2-162 b","K2-162","Transit",2018,2.67000000,1.44000000,9.45889000000,0.0795000000,,631.00,4842.00,0.690000,0.750000,1,1
"K2-161 b","K2-161","Transit",2018,31.10000000,6.11721229,9.28318800000,,,,4972.00,2.568173,0.986876,1,1
"KELT-3 b","KELT-3","Transit",2013,616.59020000,17.48604000,2.70339000000,0.0412300000,0.000000,1816.00,6304.00,1.700000,1.960000,2,1
"KELT-14 b","KELT-14","Transit",2016,408.09372000,19.53728700,1.71005660000,0.0300500000,0.000000,1970.00,5720.00,1.520000,1.239000,1,1
"tau Cet h","tau Cet","Radial Velocity",2017,1.83000000,1.19000000,49.41000000000,0.2430000000,0.230000,473.22,5310.00,0.830000,0.783000,1,3
"K2-154 c","K2-154","Transit",2018,4.94000000,2.07000000,7.95486000000,0.0677000000,,552.00,4097.00,0.630000,0.650000,1,2
"K2-246 b","K2-246","Transit",2018,12.00000000,3.49000000,5.76918000000,0.0602000000,,977.00,5610.00,0.940000,0.870000,1,1
"TOI-969 b","TOI-969","Transit",2022,9.10000000,2.76500000,1.82373050000,0.0263600000,,941.00,4435.00,0.671000,0.734000,1,2
"TOI-1291 b","TOI-1291","Transit",2026,27.10000000,5.63826391,7.16200975510,,,1649.00,6139.95,1.810900,1.200000,1,1
"HD 220689 b","HD 220689","Radial Velocity",2012,381.39408840,13.70000000,2266.40000000000,3.3960000000,0.054000,160.11,5921.00,1.068000,1.016000,1,1
"GJ 163 b","GJ 163","Radial Velocity",2013,10.60000000,3.25000000,8.63182000000,0.0607000000,0.073000,438.49,3500.00,0.409738,0.400000,1,3
"WASP-104 b","WASP-104","Transit",2014,404.26300000,12.74500000,1.75541370000,0.0291800000,0.000000,1516.00,5475.00,0.963000,1.076000,2,1
"HAT-P-53 b","HAT-P-53","Transit",2015,471.65972000,14.77346200,1.96162410000,0.0315900000,0.134000,1778.00,5956.00,1.209000,1.093000,1,1
"HD 111591 b","HD 111591","Radial Velocity",2017,1398.45200000,12.90000000,1056.40000000000,2.5000000000,0.260000,422.08,4884.00,8.030000,1.940000,1,1
"K2-155 b","K2-155","Transit",2018,3.89000000,1.80000000,6.34200000000,0.0562000000,,708.00,4258.00,0.580000,0.650000,1,3
"HD 180053 b","HD 180053","Radial Velocity",2018,697.31902000,13.30000000,213.72000000000,0.8430000000,0.081000,542.98,5131.00,4.060000,1.750000,1,1
"TOI-1669 c","TOI-1669","Transit",2024,13.00000000,2.29639770,2.68005350000,0.0376000000,0.000000,1285.16,5497.00,1.056100,0.986700,1,2
"K2-165 d","K2-165","Transit",2018,7.50000000,2.64809498,14.10136100000,,,629.38,5185.00,0.803827,0.834847,1,3
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201","Astrometry",2013,9057.77000000,11.90000000,246.36000000000,0.3600000000,0.345000,,,,0.075000,1,1
"NGC 2682 YBP 1514 b","NGC 2682 YBP 1514","Radial Velocity",2014,127.13200000,14.00000000,5.11800000000,,0.280000,,5725.00,0.890000,0.960000,1,1
"HD 14067 b","HD 14067","Radial Velocity",2014,4862.77462710,12.20000000,2744.00000000000,5.1500000000,0.650000,360.28,4815.00,12.400000,2.400000,1,1
"K2-30 b","K2-30","Transit",2016,184.02357000,11.64615100,4.09850300000,0.0483900000,0.000000,1092.00,5425.00,0.844000,0.900000,1,1
"YZ Cet d","YZ Cet","Radial Velocity",2017,1.09000000,1.03000000,4.65626000000,0.0285100000,0.070000,356.70,3151.00,0.157000,0.142000,1,3
"Kepler-90 i","KOI-351","Transit",2017,2.30000000,1.32000000,14.44912000000,0.1201380843,0.000000,709.00,6015.00,1.290000,1.120000,1,8
"HD 75784 c","HD 75784","Radial Velocity",2018,1792.56120000,12.80000000,7900.00000000000,8.4000000000,0.489000,149.31,4867.00,3.400000,1.260000,1,2
"WASP-56 b","WASP-56","Transit",2012,143.02350000,10.53646000,4.61710000000,0.0561400000,0.000000,1216.00,5600.00,0.960000,0.710000,2,1
"GJ 667 C g","GJ 667 C","Radial Velocity",2013,4.60000000,1.99000000,256.20000000000,0.5490000000,0.080000,,3350.00,,0.330000,3,5
"WASP-135 b","WASP-135","Transit",2015,603.87700000,14.57170000,1.40137940000,0.0243000000,0.000000,1403.66,5675.00,0.960000,0.980000,1,1
"CoRoT-32 b","CoRoT-32","Transit",2018,47.67450000,6.38913000,6.71837000000,0.0710000000,,938.00,5970.00,0.790000,1.080000,1,1
"TOI-1054.01","TOI-1054","Transit",2021,6.50000000,2.43432000,15.50778550000,,,853.00,6122.00,1.170000,1.140000,1,1
"Kepler-504 b","Kepler-504","Transit",2016,3.15000000,1.59000000,9.54927542200,0.0646000000,0.000000,374.00,3519.00,0.330000,0.330000,2,1
"KMT-2025-BLG-0975L b","KMT-2025-BLG-0975L","Microlensing",2026,29.80000000,5.97000000,,0.8100000000,,,,,0.100000,1,1
"TOI-1691 b","TOI-1691","Transit",2024,14.60000000,3.66000000,16.73688893500,0.1293650000,0.000000,703.49,5759.00,1.000000,1.030000,1,1
"K2-221 b","K2-221","Transit",2018,3.46000000,1.67890272,2.39909400000,,,,5716.00,0.947599,1.010842,1,1
"GJ 504 b","GJ 504","Imaging",2013,1271.30000000,12.10569916,,43.5000000000,,510.00,6234.00,1.260000,1.220000,1,1
"WASP-68 b","WASP-68","Transit",2014,343.25640000,14.79588000,5.08430000000,0.0620600000,0.000000,1490.00,5910.00,1.790000,1.490000,2,1
"psi1 Dra B b","psi1 Dra B","Radial Velocity",2015,486.27990000,13.50000000,3117.00000000000,4.4300000000,0.400000,159.48,6212.00,1.255735,1.190000,3,1
"K2-118 b","K2-118","Transit",2017,6.99000000,2.54000000,50.92092000000,0.2450000000,0.200000,394.64,4726.29,0.734626,0.756446,1,1
"GJ 3942 b","GJ 3942","Radial Velocity",2017,7.14000000,2.57000000,6.90500000000,0.0608000000,0.121000,590.00,3867.00,0.610000,0.630000,1,1
"Kepler-1654 b","Kepler-1654","Transit",2018,158.91500000,9.18017100,1047.83560000000,2.0260000000,0.260000,206.00,5597.00,1.179000,1.011000,1,1
"TOI-1695 b","TOI-1695","Transit",2022,6.36000000,1.90000000,3.13427910000,0.0335480000,0.097000,698.00,3690.00,0.515000,0.513000,1,1
"Kepler-750 b","Kepler-750","Transit",2016,9.64000000,3.07000000,9.42887179000,0.0874200000,0.000000,1163.00,6160.00,1.230000,1.150000,1,2
"WASP-78 b","WASP-78","Transit",2012,352.79130000,21.63337000,2.17518000000,0.0348800000,0.000000,2469.70,6100.00,2.460000,1.870000,1,1
"HD 66141 b","HD 66141","Radial Velocity",2012,1906.90000000,12.80000000,480.50000000000,1.2000000000,0.070000,880.31,4323.00,21.400000,1.100000,1,1
"HD 203030 b","HD 203030","Imaging",2006,3496.11247700,14.45958510,,487.1000000000,,1040.00,5603.00,0.856458,0.940000,1,1
"WASP-88 b","WASP-88","Transit",2014,133.48860000,16.36514000,4.95400000000,0.0643100000,0.000000,1772.00,6430.00,1.800000,0.940000,1,1
"Wolf 1061 d","Wolf 1061","Radial Velocity",2015,7.70000000,2.69000000,217.21000000000,0.4700000000,0.550000,130.24,3342.00,0.307000,0.294000,1,3
"K2-130 b","K2-130","Transit",2017,2.10000000,1.25000000,2.49412000000,0.0320000000,0.170000,1013.11,4356.47,0.744261,0.695630,1,1
"K2-129 b","K2-129","Transit",2017,1.12000000,1.04000000,8.23949300000,0.0570000000,0.130000,419.19,3459.09,0.360010,0.360031,1,1
"HD 147379 b","HD 147379","Radial Velocity",2017,21.60000000,4.94000000,86.58000000000,0.3193000000,0.063000,276.66,4090.00,0.628304,0.580000,2,1
"HATS-42 b","HATS-42","Transit",2018,597.52040000,15.69260000,2.29210200000,0.0368900000,0.229000,1856.00,6060.00,1.480000,1.273000,1,1
"WASP-144 b","WASP-144","Transit",2018,139.84520000,9.52765000,2.27831520000,0.0316000000,0.000000,1260.00,5200.00,0.810000,0.810000,1,1
"HD 83443 c","HD 83443","Radial Velocity",2022,476.74261050,13.60000000,8241.00000000000,8.0000000000,0.760000,89.95,5442.00,0.940000,1.000000,1,2
"TOI-1347 c","TOI-1347","Transit",2024,6.40000000,1.60000000,4.84196200000,0.0546000000,0.000000,1000.00,5464.00,0.830000,0.913000,1,2
"HD 108147 b","HD 108147","Radial Velocity",2002,82.95000000,10.90000000,10.89850000000,0.1020000000,0.530000,890.00,6255.73,1.206640,1.220000,1,1
"CHXR 73 b","CHXR 73","Imaging",2006,3994.48600000,12.30000000,,210.0000000000,,,3099.00,,0.350000,1,1
"KIC 8540376 b","KOI-7892","Transit",2015,15.80000000,4.10000000,31.80990000000,,,,6474.00,1.260000,1.040000,1,3
"HATS-51 b","HATS-51","Transit",2017,244.09344000,15.80469000,3.34887020000,0.0463900000,0.330000,1553.00,5758.00,1.440000,1.187000,1,1
"K2-233 b","K2-233","Transit",2018,2.40000000,1.31500000,2.46758300000,0.0329300000,0.000000,1127.00,4796.00,0.710000,0.790000,1,3
"Kepler-814 b","Kepler-814","Transit",2016,5.14000000,2.12000000,6.14698510000,0.0695000000,0.000000,1164.00,6162.00,1.220000,1.150000,1,1
"HD 18599 b","HD 18599","Transit",2022,24.10000000,2.60000000,4.13743540000,0.0480000000,0.340000,863.00,5145.00,0.767000,0.863000,2,1
"Kepler-127 c","Kepler-127","Transit",2014,7.56000000,2.66000000,29.39319500000,0.2000000000,0.030000,698.00,6106.00,1.359000,1.248000,1,3
"HIP 55507 b","HIP 55507","Radial Velocity",2022,2585.53409095,12.60000000,5138.43727000000,5.0620000000,0.362000,76.05,4171.00,0.723643,0.650000,1,1
"NGC 2682 Sand 1429 b","NGC 2682 Sand 1429","Radial Velocity",2024,572.09113260,13.40000000,77.48000000000,0.3840000000,0.000000,683.00,6000.00,2.130000,1.260000,1,1
"Kepler-955 b","Kepler-955","Transit",2016,9.96000000,3.13000000,14.53244172000,0.1083000000,0.000000,664.00,5350.00,0.840000,0.890000,1,1
"Kepler-962 b","Kepler-962","Transit",2016,4.54000000,1.97000000,12.05707239000,0.0987400000,0.000000,689.00,5478.00,0.860000,0.930000,1,1
"TOI-5678 b","TOI-5678","Transit",2023,20.00000000,4.91000000,47.73022000000,0.2490000000,0.140000,513.00,5485.00,0.938000,0.905000,1,1
"HD 155918 c","HD 155918","Radial Velocity",2022,1878.04805696,12.80000000,17202.19446000000,13.1830000000,0.071000,77.38,5771.84,1.019060,1.030000,1,2
"TOI-6034 b","TOI-6034","Transit",2024,254.00000000,11.92000000,2.57618400000,0.0294900000,0.040000,714.00,3635.00,0.489000,0.514000,2,1
"HD 101581 b","HIP 56998","Transit",2025,0.82700000,0.95600000,4.46569000000,0.0460000000,,834.00,4675.00,0.630000,0.653000,1,2
"Kepler-922 b","Kepler-922","Transit",2016,2.60000000,1.42000000,0.93846683200,0.0179500000,0.000000,1876.00,5671.00,0.930000,0.950000,1,1
"Barnard c","Barnard's star","Radial Velocity",2025,0.33500000,0.74300000,4.12440000000,0.0274000000,0.080000,400.00,3195.00,0.185000,0.162000,1,4
"TIC 32032563 b","TIC 32032563","Transit",2026,11.90000000,3.47739942,13.83460487791,,,,5567.93,1.001880,1.050000,1,1
"Kepler-911 b","Kepler-911","Transit",2016,7.27000000,2.60000000,20.31050100000,0.1559400000,0.000000,931.00,6112.00,1.990000,1.340000,1,1
"HD 16905 b","HD 16905","Radial Velocity",2022,3591.46099910,12.40000000,10256.00000000000,8.8000000000,0.680000,69.63,4866.12,0.774940,0.850000,1,1
"HD 184010 b","HD 184010","Radial Velocity",2022,98.52680617,12.10000000,286.60000000000,0.9400000000,0.000000,545.04,4971.00,4.860000,1.350000,1,3
"TOI-6041 b","TOI-6041","Transit",2025,28.90000000,4.55000000,26.04945000000,0.1651000000,,605.60,5445.00,0.879000,0.885000,1,2
"TOI-6281 b","TOI-6281","Transit",2026,4.36000000,1.92416074,1.05426244177,,,2240.00,4533.23,0.874219,0.650000,1,1
"TOI-4600 c","TOI-4600","Transit",2023,2946.26933289,9.42000000,482.81910000000,1.1520000000,0.210000,191.00,5170.00,0.810000,0.890000,1,2
"Luhman 16 b","Luhman 16 A","Imaging",2017,9344.15516580,11.90000000,9697.00000000000,3.5200000000,0.344000,,,,0.033800,1,1
"Barnard b","Barnard's star","Radial Velocity",2024,0.29900000,0.72000000,3.15420000000,0.0229000000,0.030000,438.00,3195.00,0.185000,0.162000,1,4
"Barnard e","Barnard's star","Radial Velocity",2025,0.19300000,0.63700000,6.73920000000,0.0381000000,0.040000,340.00,3195.00,0.185000,0.162000,1,4
"HD 224018 c","HD 224018","Transit",2025,10.40000000,2.42000000,36.57669000000,0.2170000000,0.020000,641.00,5784.00,1.147000,1.013000,1,3
"TIC 38825265 b","TIC 38825265","Transit",2026,5.43000000,2.18869476,3.31336980985,,,,4375.52,0.664503,0.640000,1,1
"Kepler-1012 b","Kepler-1012","Transit",2016,2.21000000,1.29000000,5.50860439000,0.0606600000,0.000000,934.00,5556.00,0.910000,0.950000,1,1
"Kepler-1754 b","Kepler-1754","Transit",2021,6.53000000,2.43996509,8.19594955400,0.0718000000,0.000000,672.00,4723.00,0.747000,0.734000,1,1
"LHS 1678 d","LHS 1678","Transit",2024,0.90700000,0.98100000,4.96522290000,0.0400000000,0.036000,462.95,3490.00,0.329000,0.345000,2,3
"HD 18143 c","HD 18143","Radial Velocity",2022,3177.64841319,12.50000000,28982.41764000000,17.5300000000,0.194000,54.55,5078.00,0.870000,0.850000,1,2
"Kepler-935 b","Kepler-935","Transit",2016,2.39000000,1.35000000,4.88083852000,0.0527000000,0.000000,879.00,4830.00,0.730000,0.780000,1,1
"Kepler-879 c","Kepler-879","Transit",2024,0.03640000,0.40000000,0.64671600000,,,,5456.75,1.022000,0.974000,1,2
"ZTF J1230-2655 b","ZTF J1230-2655","Transit",2025,7024.00779470,13.78704626,0.23597766000,,,2949.65,10000.00,0.012300,0.646000,1,1
"TIC 270471727 b","TIC 270471727","Transit",2026,8.00000000,2.75029559,10.45623256647,,,1147.10,5271.39,0.997091,0.900000,1,1
"TIC 65612701 b","TIC 65612701","Transit",2026,22.70000000,5.07802804,10.22467974953,,,,5692.29,1.737090,1.060000,1,1
"Kepler-1014 b","Kepler-1014","Transit",2016,6.30000000,2.39000000,16.57110363000,0.1210000000,0.000000,614.00,5388.00,0.840000,0.880000,1,1
"Kepler-1044 b","Kepler-1044","Transit",2016,7.61000000,2.67000000,6.77408868000,0.0741000000,0.000000,1058.00,5985.00,1.110000,1.080000,1,1
"Kepler-66 b","Kepler-66","Transit",2013,8.25000000,2.80000000,17.81581500000,0.1352000000,0.000000,699.00,5962.00,0.966000,1.038000,1,1
"Kepler-857 b","Kepler-857","Transit",2016,37.20000000,6.80000000,85.35129427000,0.3751000000,0.000000,390.00,5773.00,0.990000,0.990000,1,1
"TOI-6080 b","TOI-6080","Transit",2026,11.00000000,3.32424168,8.05562348084,,,919.33,5775.46,1.062210,1.010000,1,1
"Wolf 1069 b","Wolf 1069","Radial Velocity",2023,1.26000000,1.08000000,15.56400000000,0.0672000000,,250.10,3158.00,0.181300,0.167000,1,1
"TOI-6330 b","TOI-6330","Transit",2025,3179.00000000,10.89000000,6.85002460000,0.0576300000,0.340000,495.00,3539.00,0.490000,0.531000,1,1
"ITG 15 b","ITG 15 A","Imaging",2024,6674.39654700,12.10000000,,435.0000000000,,2601.00,,,,2,1
"WISPIT 2 b","WISPIT 2","Imaging",2025,1541.46777395,17.93436912,,57.0000000000,,33.46,4400.00,1.418000,1.080000,1,2
"NGTS-38 b","NGTS-38","Transit",2026,1516.04150139,12.11690814,180.52797000000,0.6970000000,0.308600,457.00,6310.00,1.880000,1.460000,1,1
"TOI-5210 b","TOI-5210","Transit",2025,81.99972901,10.72699453,4.56610610000,0.0557000000,0.066000,1286.00,5723.00,1.209000,1.105000,1,1
"TOI-5726.01","TOI-5726","Transit",2024,7.05000000,2.55400000,5.49112521500,0.0621860000,,1093.03,5874.00,1.106000,1.060000,1,1
"HD 194490 b","HD 194490","Radial Velocity",2022,3561.90295725,12.40000000,13092.18348000000,11.1160000000,0.251000,90.87,5861.32,1.149110,1.060000,1,1
"HD 190228 b","HD 190228","Radial Velocity",2022,1598.67688721,12.90000000,1143.59858000000,2.4060000000,0.559000,267.99,5360.00,2.586580,1.415000,1,1
"HD 206893 b","HD 206893","Imaging",2021,6197.65393650,14.01122587,11100.00000000000,10.7500000000,0.069000,1429.20,6500.00,1.311160,1.310000,1,2
"HD 112570 b","HD 112570","Radial Velocity",2023,1086.97315194,13.10000000,2615.00000000000,3.9000000000,0.200000,364.01,4750.00,9.850000,1.150000,1,1
"HD 154391 b","HD 154391","Radial Velocity",2023,2892.23850370,12.50000000,5163.00000000000,7.4600000000,0.200000,253.57,4909.00,8.560000,2.070000,1,1
"G 196-3 b","G 196-3","Imaging",2024,8263.53858200,12.00000000,,350.0000000000,,1670.00,3517.00,0.522432,0.519782,1,1
"Kepler-1026 b","Kepler-1026","Transit",2016,5.52000000,2.21000000,36.51560530000,0.1977000000,0.000000,425.00,4948.00,0.750000,0.790000,1,1
"G 261-6 b","G 261-6","Radial Velocity",2025,1.37000000,1.10000000,5.45360000000,0.0297100000,0.000000,322.30,2907.00,0.153162,0.118000,1,1
"TOI-5789 d","TOI-5789","Radial Velocity",2026,4.29000000,1.91000000,29.65000000000,0.1756000000,0.096000,545.00,5185.00,0.833000,0.821000,1,4
"TOI-5789 b","TOI-5789","Radial Velocity",2026,2.12000000,1.26000000,2.76369000000,0.0360800000,0.000000,1201.00,5185.00,0.833000,0.821000,1,4
"TIC 142589416 b","TIC 142589416","Transit",2026,7.65000000,2.67899519,2.09518466313,,,,4396.27,0.713832,0.641000,1,1
"NGTS-39 b","NGTS-39","Transit",2026,466.25427307,12.19537100,58.20472000000,0.3077000000,0.386000,519.00,6053.00,1.160000,1.160000,1,1
"Gliese 48 b","Gliese 48","Radial Velocity",2026,8.11000000,2.77000000,39.62990000000,0.1752000000,0.000000,271.00,3450.00,0.463000,0.470000,1,1
"Kepler-993 b","Kepler-993","Transit",2016,9.11000000,2.97000000,22.08557563000,0.1300000000,0.000000,352.00,3843.00,0.540000,0.570000,1,1
"Kepler-80 d","Kepler-80","Transit",2014,6.75000000,1.53000000,3.07222000000,0.0372000000,0.004100,722.00,4540.00,0.678000,0.730000,1,6
"K2-411 b","K2-411","Transit",2022,0.93700000,0.98980000,3.21410000000,0.0511000000,,1428.52,5711.00,1.375000,1.018000,1,1
"HD 169142 b","HD 169142","Imaging",2023,953.48522100,13.10000000,,37.2000000000,,71.02,7246.00,1.537020,1.850000,1,1
"TOI-6383 A b","TOI-6383 A","Transit",2024,331.00000000,11.29000000,1.79058695000,0.0229200000,0.050000,745.00,3444.00,0.457000,0.458000,2,1
"TIC 139270665 b","TIC 139270665","Transit",2024,147.15455244,7.22979255,23.62400000000,0.1630000000,0.105000,703.00,5844.00,1.016000,1.035000,1,2
"TOI-7149 b","TOI-7149","Transit",2025,224.00000000,13.20000000,2.65206166000,0.0260300000,0.078000,593.00,3363.00,0.351000,0.344000,1,1
"Kepler-348 b","Kepler-348","Transit",2014,2.92000000,1.52000000,7.05677000000,0.0760000000,0.000000,1196.00,6177.00,1.359000,1.189000,1,2
"TOI-5789 e","TOI-5789","Radial Velocity",2026,11.61000000,3.43000000,62.98000000000,0.2901000000,0.071000,424.00,5185.00,0.833000,0.821000,1,4
"TIC 154870955 b","TIC 154870955","Transit",2026,9.77000000,3.09467466,7.96987471280,,,,4739.58,0.724328,0.828000,1,1
"Kepler-332 b","Kepler-332","Transit",2014,1.71000000,1.17000000,7.62632400000,0.0700000000,0.000000,703.00,4955.00,0.720000,0.743000,1,3
"TOI-5238 b","TOI-5238","Transit",2022,23.70000000,5.22000000,4.87217100000,,,1042.00,5631.00,1.022830,1.000000,1,1
"Kepler-914 b","Kepler-914","Transit",2016,2.48000000,1.38000000,4.40966548000,0.0545400000,0.000000,1192.00,5877.00,1.150000,1.100000,1,1
"K2-413 c","K2-413","Transit",2022,2.05000000,1.23270000,5.33010000000,0.0426000000,,804.55,4116.00,0.700000,0.808000,1,2
"TOI-6086 b","TOI-6086","Transit",2024,1.76000000,1.18000000,1.38887250000,0.0154100000,,634.00,3200.00,0.259000,0.254000,1,1
"Kepler-314 c","Kepler-314","Transit",2014,8.75000000,2.90000000,5.96039200000,0.0640000000,0.000000,890.00,5378.00,0.950000,0.990000,1,2
"HIP 29442 c","TOI-469","Radial Velocity",2023,4.50000000,1.55100000,3.53795590000,0.0451800000,,1123.00,5289.00,0.980000,0.901000,1,3
"HD 63433 d","HD 63433","Transit",2023,1.25000000,1.07300000,4.20907500000,0.0503000000,0.160000,1040.00,5688.00,0.912000,0.990000,1,3
"Kepler-317 b","Kepler-317","Transit",2014,109.80000000,2.09000000,5.52424200000,0.0610000000,0.000000,976.00,5497.00,0.941000,0.865000,1,2
"TOI-7384 b","TOI-7384","Transit",2026,12.40000000,3.56000000,6.23402580000,0.0439000000,0.400000,378.00,3185.00,0.319000,0.318000,1,1
"Kepler-1768 b","Kepler-1768","Transit",2021,5.62000000,2.23346338,15.13589954000,0.1286000000,0.000000,933.00,6050.00,1.572000,1.240000,1,1
"Kepler-981 b","Kepler-981","Transit",2016,5.95000000,2.31000000,4.46975773600,0.0535000000,0.000000,1103.00,5718.00,0.960000,0.980000,1,1
"Kepler-1043 b","Kepler-1043","Transit",2016,7.04000000,2.55000000,38.50533980000,0.2159000000,0.000000,532.00,5629.00,0.900000,0.920000,1,1
"TOI-5777 b","TOI-5777","Transit",2026,9.78000000,3.09551273,6.91716177373,,,602.00,4408.03,0.671912,0.658000,1,1
"HIP 113103 b","HIP 113103","Transit",2023,4.00000000,1.82900000,7.61030300000,0.0689900000,0.170000,721.00,4930.00,0.742000,0.761000,1,2
"UCAC3 113-933 b","UCAC3 113-933","Imaging",2024,6674.39654700,12.10000000,,6100.0000000000,,1.79,3864.00,0.564484,0.610000,1,1
"HD 73344 c","HD 73344","Radial Velocity",2025,118.54999581,13.50000000,65.94000000000,0.3388000000,0.124000,562.57,6148.00,1.220000,1.190000,1,3
